
System configuration: type=Shared mode=Uncapped smt=4 lcpu=12 mem=6144MB psize=48 ent=2.00 

%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
  4.6  27.7    0.4   67.3  1.00  49.9    8.9   748    16   101   0.58 00:42:10    
  4.5  28.7    0.4   66.4  1.03  51.6    9.5  1956    19   101   0.58 00:42:20    
  4.2  29.0    0.6   66.2  1.04  52.0    9.8  2788    24   101   0.58 00:42:30    
  4.3  27.9    0.4   67.3  1.00  49.9    9.0  1096    11   101   0.58 00:42:40    
  4.3  29.3    0.5   65.9  1.05  52.6    9.7  3069    16   101   0.58 00:42:50    
  4.9  28.0    0.4   66.7  1.01  50.6    9.2  1101    12   101   0.58 00:43:00    
  6.1  27.2    0.5   66.1  1.03  51.5    9.3  1514    35   101   0.58 00:43:10    
  4.3  29.3    0.6   65.9  1.06  52.9    9.8  3305    43   101   0.58 00:43:20    
  4.4  27.9    0.4   67.2  1.00  50.0    8.9  1005    16   101   0.58 00:43:30    
  4.2  29.8    0.5   65.5  1.07  53.7    9.4  3511    29   101   0.58 00:43:40    
  4.3  28.0    0.5   67.3  1.00  49.9    9.2  1192    14   101   0.58 00:43:50    
  5.0  28.9    0.5   65.6  1.05  52.3    9.7  1349    23   101   0.58 00:44:00    
